run,universe,direction,horizon_h,bucket,bucket_type,n_obs,n_days,n_symbols,mean_ret_gross,se_gross,t_stat_gross,median_ret_gross,mean_ret_net,se_net,t_stat_clustered,p_value_raw,ci_lo_net,ci_hi_net,median_ret_net,mean_ret_neutral,t_stat_neutral,ci_lo_neutral,ci_hi_neutral,mean_ret_neutral_net,t_stat_neutral_net,hit_rate_gross,hit_rate_net,mean_ret_net_dayeq,sharpe_daily_ann,max_dd,mean_net_slip5bp,mean_net_slip10bp,mean_net_slip20bp,funding_cov,mean_stop_pct_1atr,mean_funding_paid,reliable,boot_ci_lo_net,boot_ci_hi_net,n_tests_bonferroni,p_value_bonferroni,n_tests_family,p_value_bonferroni_family
R6,full,short,72,Q4|L3,funding_x_liqtercile,19542,672,581,-0.0018259574368913519,0.002980775797794992,-0.6125779195611059,0.0063590406099580665,-0.003219277345829177,0.0029910257920643824,-1.0763121315671629,0.2821762464317625,-0.009092221162465977,0.002653666470807623,0.005222197749740391,-0.0016068567892794812,-1.5934658278604552,-0.003586863132119516,0.0003731495535605532,-0.0030759642905076683,-3.0447149748588482,0.5313923143836667,0.5229493936447833,-0.005005440410777743,-0.7292191724841595,-0.8195779234003411,-0.0027192773458291773,-0.0032192773458291782,-0.004219277345829178,0.9934503402752903,0.12935458206250236,0.0004266396585114372,True,,,194,1.0,30,1.0
R6,full,short,72,Q5|L1,funding_x_liqtercile,16263,718,411,-0.0035182532698854324,0.002742917935325147,-1.2826680756923108,0.0,-0.004313884490695374,0.0027494380685060826,-1.5690058780044966,0.11708960841425715,-0.009711834356321418,0.0010840653749306702,-0.0010999999999999743,-0.0022029170614260665,-1.5766158029465709,-0.004946095703953324,0.0005402615811011908,-0.0027491229760275523,-1.9830138430357298,0.43694275348951606,0.433376375822419,-0.0020289488614398075,-0.33041555053119254,-0.6496132978462562,-0.003813884490695374,-0.004313884490695376,-0.0053138844906953754,0.9903461845907889,0.07668925907633653,0.0013956127505277357,True,,,194,1.0,30,1.0
R6,full,short,72,Q5|L2,funding_x_liqtercile,17410,729,549,-0.007722527454875714,0.0029737659519257203,-2.5968847514293585,0.0035212702124032824,-0.007577437375697134,0.002983627185123219,-2.5396729904725674,0.011303337522290447,-0.013435017964615497,-0.0017198567867787711,0.003789833310464683,-0.008263485502197366,-5.555651028543615,-0.011183594318073007,-0.005343376686321726,-0.008178312642024323,-5.525572229234966,0.517974043872746,0.5149305156770415,-0.004109172052469515,-0.5662765462327493,-0.8633528455326202,-0.007077437375697134,-0.007577437375697136,-0.008577437375697137,0.9894912139657747,0.1109979195878018,0.0019458879438221666,True,,,194,1.0,30,0.3391001256687134
R6,full,short,72,Q5|L3,funding_x_liqtercile,16607,730,545,-0.006572025325528274,0.0033082394108400943,-1.9865627934888104,0.009659184457494252,-0.006661159166131664,0.003350526137439717,-1.9880934793189662,0.04717649308416109,-0.013239035839091532,-8.32824931717947e-05,0.009840038840315453,-0.007085390139943051,-3.045454237311513,-0.011652920290309916,-0.0025178599895761848,-0.007323272517020518,-3.0829725950067877,0.5406381697772427,0.5367850692354004,-0.006044733134770325,-0.5958803758882524,-0.9252784654962465,-0.006161159166131666,-0.0066611591661316655,-0.0076611591661316664,0.9895243829018664,0.20433443917572355,0.001882011781455326,True,,,194,1.0,30,1.0
R6,live_diag,long,24,Q1|L1,funding_x_liqtercile,9291,730,361,0.0005953575730770496,0.001554044920464906,0.38310190731098254,-0.00023917914517967986,-0.0006150815337239666,0.001559775257636548,-0.3943398452517896,0.6934456378734616,-0.003677275885797205,0.002447112818349272,-0.002189554853918251,0.0010912100770602924,1.9776578371341587,7.96444774109296e-06,0.002174455706379492,-0.00014168927573312824,-0.24780056477132723,0.48896781831880315,0.4651813583037348,-0.0007673294495812271,-0.3723777664542797,-0.7955523138663396,-0.00011508153372396919,-0.0006150815337239695,-0.0016150815337239693,0.9977397481433645,0.07497238287059887,-0.0007895366213592246,True,,,194,1.0,30,1.0
R6,live_diag,long,24,Q1|L2,funding_x_liqtercile,19137,730,521,-0.0010206177185258123,0.0015865378288394921,-0.6432986973102088,-0.004014989293361859,-0.0015956173671858342,0.00159432220939561,-1.0008123563622155,0.31725006757665325,-0.004725635259887768,0.0015344005255161,-0.00519396035893757,-0.0003667172259341035,-0.6942923020757609,-0.0014036693195183195,0.0006702348676501125,-0.0009170733176016341,-1.6711997745631477,0.45720555961960496,0.4433587626711255,-0.0016675908082038138,-0.7554777370114252,-0.8764267933601501,-0.0010956173671858346,-0.0015956173671858348,-0.0025956173671858353,0.9968126240986519,0.09192516867854492,-0.00142472586779892,True,,,194,1.0,30,1.0
R6,live_diag,long,24,Q1|L3,funding_x_liqtercile,28091,730,586,-0.0034660112699397604,0.0014530860052047033,-2.385276065921154,-0.007134363852556613,-0.0027110854294268905,0.0014542451674550564,-1.8642561035092295,0.06268802235709035,-0.00556610016088145,0.0001439293020276686,-0.007690361414450626,-0.002557110999256264,-4.502068997308009,-0.003672193924928371,-0.0014420280735841571,-0.001783727166348902,-3.1332085549258815,0.4362607240753266,0.4312769214339112,-0.0020893591836913567,-0.9556942768754482,-0.9194318999168707,-0.0022110854294268923,-0.0027110854294268923,-0.0037110854294268927,0.9971165141860382,0.12744888411425254,-0.002757820087468761,True,,,194,1.0,30,1.0
R6,live_diag,long,24,Q2|L1,funding_x_liqtercile,12663,686,379,0.0027727939756205426,0.0017221844609715486,1.6100447068581178,0.00038387715930898736,0.000838461970434976,0.0017254113279555052,0.4859490353691466,0.62715893629313,-0.0025492766419407823,0.004226200582810734,-0.0015678555147865775,0.0008571749719616935,1.9019260395503494,-2.7720520186759945e-05,0.0017420704641101469,-0.001061065686360121,-2.3183893446371275,0.5058043117744611,0.48092868988391374,-0.0009435568395951186,-0.4421483666470777,-0.8697767800280197,0.0013384619704349748,0.0008384619704349749,-0.00016153802956502485,0.9973939824686093,0.07427227354679082,-3.62299216152037e-05,True,,,194,1.0,30,1.0
R6,live_diag,long,24,Q2|L2,funding_x_liqtercile,19707,686,526,0.0006630183607562496,0.0016603501098456698,0.3993244297239679,-0.0010793308148947522,-0.0012587334626544809,0.0016614973308518508,-0.75758981930421,0.44895748568240307,-0.004520980887884801,0.0020035139625758395,-0.0031029176534983754,-0.000411584260651136,-1.0030927366414404,-0.0012172108624041206,0.00039404234110184864,-0.0023242024862041005,-5.642141094722822,0.4847008677119805,0.46277972294108694,-0.002125522684188309,-0.9446651786132987,-0.9344502471676448,-0.0007587334626544815,-0.0012587334626544822,-0.002258733462654482,0.9983762114984523,0.08581112691791831,-6.723704650571778e-05,True,,,194,1.0,30,1.0
R6,live_diag,long,24,Q2|L3,funding_x_liqtercile,22180,688,563,0.00023921159986380787,0.001641838650063962,0.14569738619229655,-0.002780732925566576,-0.0016746216635816515,0.0016419834989797547,-1.0198772792918909,0.3081462003366207,-0.004898538224100656,0.0015492948969373528,-0.004810070798033786,-0.0003925292061371098,-0.816655604415788,-0.0013362573713864925,0.000551198959112273,-0.002296092160672635,-4.780531625734203,0.46981650962535504,0.4506108831883143,-0.002217163577568432,-0.9625530454205419,-0.9323447441950456,-0.0011746216635816521,-0.0016746216635816524,-0.002674621663581652,0.9982868220549118,0.09629062691918502,-6.807117237953299e-05,True,,,194,1.0,30,1.0
