run,universe,direction,horizon_h,bucket,bucket_type,n_obs,n_days,n_symbols,mean_ret_gross,se_gross,t_stat_gross,median_ret_gross,mean_ret_net,se_net,t_stat_clustered,p_value_raw,ci_lo_net,ci_hi_net,median_ret_net,mean_ret_neutral,t_stat_neutral,ci_lo_neutral,ci_hi_neutral,mean_ret_neutral_net,t_stat_neutral_net,hit_rate_gross,hit_rate_net,mean_ret_net_dayeq,sharpe_daily_ann,max_dd,mean_net_slip5bp,mean_net_slip10bp,mean_net_slip20bp,funding_cov,mean_stop_pct_1atr,mean_funding_paid,reliable,boot_ci_lo_net,boot_ci_hi_net,n_tests_bonferroni,p_value_bonferroni,n_tests_family,p_value_bonferroni_family
R6,exec,long,24,Q1|L1,funding_x_liqtercile,9467,730,366,0.0005842893431349819,0.0015250973141049846,0.3831161052682574,0.0,-0.0006463985621026019,0.0015305687027787468,-0.4223257413594474,0.6729119690851797,-0.0036512537899070054,0.002358456665701802,-0.0023000000000000086,0.0010344388893259518,1.8217752652157566,-8.03169866009487e-05,0.0021491947652528525,-0.00021839238267674143,-0.37172991105841746,0.4798774691032006,0.4565332206612443,-0.0007926596570652203,-0.3916719967948934,-0.7738070058851243,-0.00014639856210260405,-0.0006463985621026043,-0.0016463985621026044,0.9977817682475969,0.07359455325977163,-0.0007693128816430246,True,,,194,1.0,30,1.0
R6,exec,long,24,Q1|L2,funding_x_liqtercile,19151,730,521,-0.001019871613985091,0.0015853751220767755,-0.6432998725557781,-0.003971405877680745,-0.0015961378405428817,0.00159315500268438,-1.0018722835213623,0.3167381650443915,-0.00472386424042793,0.0015315885593421665,-0.005153441124591802,-0.0003573699967266029,-0.6770504948548978,-0.0013936252863812684,0.0006788852929280626,-0.0009089837061702691,-1.6576124567594381,0.45687134502923976,0.4430346700083542,-0.0016437749773634228,-0.7476453538317467,-0.8721500331031686,-0.0010961378405428828,-0.001596137840542883,-0.002596137840542883,0.9968149540517962,0.0919642531092294,-0.0014234571462993031,True,,,194,1.0,30,1.0
R6,exec,long,24,Q1|L3,funding_x_liqtercile,28100,730,586,-0.0034649011595686056,0.0014526145123717872,-2.3852860687115225,-0.007100983768595581,-0.002710948477042265,0.0014537771631139551,-1.8647620459489676,0.06261693950047496,-0.005565044409302485,0.00014314745521795506,-0.007668955341959436,-0.002553174496626516,-4.496914490541678,-0.0036678170021441415,-0.0014385319911088905,-0.0017807615798040661,-3.1292945943269426,0.43612099644128116,0.4311387900355872,-0.002087738696903263,-0.955500840599746,-0.9193090442442424,-0.002210948477042266,-0.0027109484770422663,-0.0037109484770422663,0.9971174377224199,0.1274160335549432,-0.0027568427906063744,True,,,194,1.0,30,1.0
R6,exec,long,24,Q2|L1,funding_x_liqtercile,12876,686,384,0.0027269252961543127,0.0016928044200670656,1.6108921171450374,0.0,0.0007866179662456179,0.0016962110601131594,0.46375005136043634,0.6429743735674837,-0.0025437877230998704,0.004117023655591106,-0.0020864452383905687,0.0006914981105892077,1.5177267388737874,-0.0002030702577963322,0.0015860664789747476,-0.0012407271188375237,-2.6799007725339843,0.49743709226467847,0.47297297297297297,-0.0010082127323257249,-0.47714380794689865,-0.8683166850504735,0.001286617966245618,0.0007866179662456172,-0.00021338203375438224,0.9972041006523765,0.07306801457484781,-3.021681542056256e-05,True,,,194,1.0,30,1.0
R6,exec,long,24,Q2|L2,funding_x_liqtercile,19709,686,526,0.0006629510799849517,0.0016601816038733777,0.3993244344101978,-0.001076812634601687,-0.0012588392985580586,0.0016613284765341842,-0.7577305249015012,0.4488732861513147,-0.004520755188761016,0.002003076591644899,-0.003060982151958434,-0.0004116929353692326,-1.0039562056771103,-0.001216839179438145,0.0003934533086996799,-0.0023243507117246508,-5.645864215190408,0.4846516819727028,0.46273276168248006,-0.0021261763196139265,-0.9450251225681153,-0.9344736468994073,-0.0007588392985580591,-0.0012588392985580594,-0.0022588392985580593,0.9983763762747984,0.0858131344094854,-6.719971997763872e-05,True,,,194,1.0,30,1.0
R6,exec,long,24,Q2|L3,funding_x_liqtercile,22186,688,564,0.00023914690728293807,0.0016413927786915917,0.14569755051168798,-0.002760254073659707,-0.0016747910815886275,0.0016415338386126142,-1.0202598583067417,0.3079649016589839,-0.004897824766302159,0.0015482426031249046,-0.004789016761157392,-0.0004008866859740837,-0.8347510785668989,-0.001343814684564621,0.0005420413126164536,-0.0023045713764002804,-4.80213696614121,0.4696894577905981,0.4504890251047911,-0.0022309873672808943,-0.9704766357075105,-0.9323447441950456,-0.0011747910815886283,-0.0016747910815886288,-0.002674791081588629,0.9982872853472754,0.09627131439613265,-6.797146462594243e-05,True,,,194,1.0,30,1.0
R6,exec,long,24,Q3|L1,funding_x_liqtercile,18781,683,391,-0.0034572961016316075,0.001818700580451771,-1.9009704724308187,-0.0022410358565737587,-0.005635695795799144,0.0018237329913650209,-3.0901978647548396,0.0020817310688744702,-0.009216510885074186,-0.002054880706524102,-0.0045377500693907485,0.0002676618350046711,0.5719111523657012,-0.0006512575054471647,0.0011865811754565069,-0.0019236880900468207,-4.084184446706144,0.43671795964006177,0.41526010329588414,-0.0025035371351876147,-1.2121435478162161,-0.9185996519120678,-0.005135695795799147,-0.005635695795799148,-0.0066356957957991475,0.997018263138278,0.07347795902292935,0.00014710745580773967,True,,,194,0.4038558273616472,30,0.0624519320662341
R6,exec,long,24,Q3|L2,funding_x_liqtercile,23078,690,541,-0.003958889269748019,0.0017902747180028851,-2.211330601911365,-0.004993104061307152,-0.0061014186137238625,0.0017935903818633164,-3.401790439679572,0.0007081976367305693,-0.009622986297030598,-0.0025798509304171273,-0.007217009584487516,-0.0009491811500185237,-2.4639172026420866,-0.0017055517818499572,-0.0001928105181870902,-0.0030710501855049856,-7.950109184703459,0.4459225236155646,0.4247335124360863,-0.003133826211138674,-1.351676918951038,-0.9623905703079575,-0.005601418613723864,-0.006101418613723864,-0.007101418613723864,0.9978767657509316,0.08761082392594273,0.00012435676711971663,True,,,194,0.13739034152573046,30,0.02124592910191708
R6,exec,long,24,Q3|L3,funding_x_liqtercile,18330,692,568,-0.0036628091728752917,0.001894603466511417,-1.9332853748123442,-0.005564408054901826,-0.005799176406436034,0.0018987095747675412,-3.0542724824811747,0.0023429248577219067,-0.009527117965618023,-0.002071234847254045,-0.007667026541543309,-0.0009771401376406647,-1.9722995969293198,-0.0019498726184773764,-4.407656803953131e-06,-0.0030864347342702933,-6.204315910176333,0.45160938352427715,0.4328423349699945,-0.003889026080442307,-1.6179880302438965,-0.9735428266488328,-0.005299176406436034,-0.0057991764064360355,-0.0067991764064360355,0.997708674304419,0.10438909027038665,0.000110589193460191,True,,,194,0.4545274223980499,30,0.0702877457316572
R6,exec,long,24,Q4|L1,funding_x_liqtercile,30063,670,433,-0.0002647040499700906,0.0016714316956976333,-0.15836964839870807,0.0,-0.002475267971089369,0.0016742311352491808,-1.4784505669349934,0.13975857680152656,-0.005762657006473132,0.0008121210642943943,-0.0023000000000000086,4.6083695863894995e-05,0.10616994636933089,-0.0008061922152838269,0.0008983596070116168,-0.002153751421893184,-4.9323633052024425,0.4537471310248478,0.4328576655689718,-0.0019296486081534488,-0.9409245140924022,-0.8924788844253905,-0.0019752679710893723,-0.0024752679710893727,-0.0034752679710893723,0.9984698799188371,0.07470051727022241,0.0002003433157877138,True,,,194,1.0,30,1.0
