run,universe,direction,horizon_h,bucket,bucket_type,n_obs,n_days,n_symbols,mean_ret_gross,t_stat_gross,mean_ret_net,t_stat_clustered,p_value_raw,ci_lo_net,ci_hi_net,mean_ret_neutral,t_stat_neutral,mean_ret_neutral_net,t_stat_neutral_net,hit_rate_net,sharpe_daily_ann,max_dd,reliable,boot_ci_lo_net,boot_ci_hi_net,n_tests_bonferroni,p_value_bonferroni
R11,exec,long,48,swing_bull_CHoCH,last_event_swing,86489,730,703,-0.0038531557233551783,-1.7563949010335589,-0.004014340549943835,-1.7316871552503748,0.08375347753509284,-0.008565441781570093,0.000536760681682423,-3.234878312979344e-05,-0.0904246703793325,-5.0198522587856936e-05,-0.1269510113210564,0.40903467492975987,-0.061324173985835055,-0.6808913465595172,True,-0.008490191905558896,0.0004972716048607897,50,1.0
R11,exec,short,48,swing_bull_CHoCH,last_event_swing,86489,730,703,0.0038531557233551783,1.7563949010335589,0.0032143405499438344,1.3865869558615402,0.16599278532540146,-0.0013367606816824238,0.007765441781570093,3.234878312979344e-05,0.0904246703793325,-0.0007498014774121437,-1.896232218406363,0.5293621154135207,-0.13058281897058147,-0.6507756542910643,True,-0.0012972716048607097,0.007690191905559,50,1.0
R11,exec,long,48,swing_none,last_event_swing,1030,366,5,0.0011505647742260944,0.85378965439162,0.00020759513344939808,0.15388288342763853,0.877787125224469,-0.002445283621600648,0.002860473888499444,0.0010980261338430358,0.3040533303175954,0.00015505649306633967,0.0429311976464692,0.013592233009708738,0.08056853101557723,-0.28469497269182387,True,-0.0021976587645305646,0.0029764878804523997,50,1.0
R11,exec,short,48,swing_none,last_event_swing,1030,366,5,-0.0011505647742260944,-0.85378965439162,-0.001007595133449398,-0.7468944087778622,0.45560813971054953,-0.003660473888499444,0.0016452836216006483,-0.0010980261338430358,-0.3040533303175954,-0.0009550564930663391,-0.2644308423113406,0.9242718446601942,-0.3834909218937717,-0.460338584074361,True,-0.003776487880452395,0.0013976587645305647,50,1.0
R11,full,long,48,int_bear_BOS,last_event_int,95345,729,745,0.0015701987608488619,0.6496573216670496,0.0016526836151390643,0.6123144021043061,0.5405214882717434,-0.003646243713749172,0.0069516109440273,0.0005104540995909927,1.4651590606677953,0.0003600760321835099,0.8178277145405112,0.43413145392190794,-0.08933360898248863,-0.6912934174900225,True,-0.003801807323746775,0.006699092201445603,50,1.0
R11,full,short,48,int_bear_BOS,last_event_int,95345,729,745,-0.0015701987608488619,-0.6496573216670496,-0.0024526836151390636,-0.9087120411903729,0.3638036985825162,-0.0077516109440273,0.0028462437137491726,-0.0005104540995909927,-1.4651590606677953,-0.0011600760321835103,-2.634838882056848,0.45312483612832855,-0.10577025945063304,-0.6094695948186555,True,-0.007499092201445639,0.003001807323746737,50,1.0
R11,full,long,48,int_bear_CHoCH,last_event_int,93548,730,745,-0.0029302011736708307,-1.3557955439198874,-0.003283762267099389,-1.3908881765026502,0.1646848883761807,-0.00791877799145632,0.0013512534572575423,-5.8864684658288875e-05,-0.19690062959881294,-0.000247460199950692,-0.6769105739205141,0.40994120791020844,-0.34863413720920206,-0.7382489853173295,True,-0.00801393609363605,0.0011337136213929748,50,1.0
R11,full,short,48,int_bear_CHoCH,last_event_int,93548,730,745,0.0029302011736708307,1.3557955439198874,0.002483762267099388,1.0520358325462773,0.2931326581749817,-0.002151253457257543,0.0071187779914563196,5.8864684658288875e-05,0.19690062959881294,-0.0005525398000493081,-1.5114351044726755,0.4965366114377338,0.15394766169235508,-0.5631915402490868,True,-0.0019337136213929905,0.0072139360936360605,50,1.0
R11,full,long,48,int_bull_BOS,last_event_int,63987,730,745,-0.0035820981000163755,-1.3647912043171295,-0.003627962845572279,-1.3307732239765233,0.1836808626506566,-0.008980140194808842,0.0017242145036642838,-0.0004761308743985793,-1.0092846800292603,-0.0004218219028089194,-0.8491484663251001,0.4107921426450595,-0.07413448133810384,-0.7091574026983511,True,-0.00911199472957285,0.0018023606119291471,50,1.0
R11,full,short,48,int_bull_BOS,last_event_int,63987,730,745,0.0035820981000163755,1.3647912043171295,0.0028279628455722826,1.0373251859183277,0.29992922476367245,-0.0025242145036642803,0.008180140194808845,0.0004761308743985793,1.0092846800292603,-0.0003781780971910809,-0.7612913153374564,0.5447641074526105,-0.1177173617213117,-0.6442478431085815,True,-0.002602360611929137,0.008311994729572874,50,1.0
R11,full,long,48,int_bull_CHoCH,last_event_int,92683,730,745,-0.0019833629427262424,-0.8531133492951605,-0.002079154814647166,-0.8290763187893976,0.4073333429760496,-0.007002542520495054,0.0028442328912007217,-0.00014735765993677103,-0.4356231251073707,-0.00018280210181729722,-0.45990125337024795,0.40763877650105196,-0.2739674288355461,-0.7436190262244946,True,-0.007038384919903881,0.0026972840161561193,50,1.0
R11,full,short,48,int_bull_CHoCH,last_event_int,92683,730,745,0.0019833629427262424,0.8531133492951605,0.0012791548146471655,0.510071187300873,0.6101564065692976,-0.003644232891200721,0.006202542520495052,0.00014735765993677103,0.4356231251073707,-0.000617197898182703,-1.5527725563867076,0.5091870313427199,0.07943004536296074,-0.5975803731004428,True,-0.003497284016156135,0.006238384919903883,50,1.0
R11,full,long,48,int_none,last_event_int,1281,358,4,0.00026131371282221385,0.23455795598308493,-0.0006995149913151794,-0.6273387679690805,0.5308382148682671,-0.0028924099311507176,0.001493379948520359,-0.00016180624970486634,-0.04411897138330166,-0.001122634953842259,-0.3060940914517772,0.0039032006245121,0.105800453955471,-0.26802709638150624,True,-0.002652290343498419,0.001571196386246606,50,1.0
R11,full,short,48,int_none,last_event_int,1281,358,4,-0.00026131371282221385,-0.23455795598308493,-0.00010048500868481892,-0.09011692720005432,0.9282448355169223,-0.002293379948520357,0.0020924099311507194,0.00016180624970486634,0.04411897138330166,0.00032263495384226144,0.08796862482228514,0.9461358313817331,-0.43888192516285923,-0.3970869599759952,True,-0.0023711963862465984,0.001852290343498417,50,1.0
R11,full,long,48,swing_bear_BOS,last_event_swing,100932,730,722,0.0014757830302032746,0.6390509329303768,0.0016584275850566074,0.6315447356861572,0.5278829291891926,-0.0034969931328229305,0.006813848302936146,-0.00015791617189046957,-0.4610779769607887,-0.00033728946132068765,-0.688885384149299,0.423823016564952,-0.41944904049433757,-0.7521559992299698,True,-0.003450901510035174,0.007012718726694314,50,1.0
R11,full,short,48,swing_bear_BOS,last_event_swing,100932,730,722,-0.0014757830302032746,-0.6390509329303768,-0.0024584275850566056,-0.9361922180974435,0.3494851046687973,-0.0076138483029361435,0.0026969931328229323,0.00015791617189046957,0.4610779769607887,-0.00046271053867931195,-0.9450473962035887,0.4484524847428073,0.22503936905470837,-0.5969619611179995,True,-0.007812718726694276,0.0026509015100351953,50,1.0
R11,full,long,48,swing_bear_CHoCH,last_event_swing,102121,730,739,-0.0022689646713711254,-1.0230560813181677,-0.002635524984918628,-1.0833266020951038,0.27902263853667003,-0.007411691383334727,0.0021406414134974706,0.00013107796655038246,0.4575160451661419,-9.865877440565586e-05,-0.27929532795133655,0.4019407208671556,-0.3675479447166497,-0.7938059055088371,True,-0.007431986843554638,0.0023366649193006647,50,1.0
R11,full,short,48,swing_bear_CHoCH,last_event_swing,102121,730,739,0.0022689646713711254,1.0230560813181677,0.001835524984918629,0.7544884060486183,0.4508003247886483,-0.0029406414134974697,0.006611691383334728,-0.00013107796655038246,-0.4575160451661419,-0.0007013412255943441,-1.9854425395835371,0.4994859341799916,0.1710579414245336,-0.5868972149658667,True,-0.003136664919300617,0.006631986843554638,50,1.0
R11,full,long,48,swing_bull_BOS,last_event_swing,49316,730,699,-0.0017782937907503001,-0.601207566977655,-0.001775830663328415,-0.5856299724512445,0.5583059457303339,-0.007729023821206564,0.004177362494549735,7.692030463900075e-05,0.12882377067221912,0.00013087141614234607,0.21117409879224827,0.44160347134920314,-0.12457218472185164,-0.7136674735780737,True,-0.007644205798304609,0.003778409122453615,50,1.0
R11,full,short,48,swing_bull_BOS,last_event_swing,49316,730,699,0.0017782937907503001,0.601207566977655,0.0009758306633284141,0.3218075328257875,0.7476910130641806,-0.004977362494549735,0.006929023821206564,-7.692030463900075e-05,-0.12882377067221912,-0.0009308714161423458,-1.502053986957032,0.5249199075388297,-0.05423978043451758,-0.7719767086300652,True,-0.004578409122453588,0.006844205798304638,50,1.0
R11,full,long,48,swing_bull_CHoCH,last_event_swing,93172,730,737,-0.003934696760695566,-1.8020256724631158,-0.004047345807427873,-1.7594758459514566,0.0789172992970489,-0.008563395604374469,0.00046870398951872304,-2.5363793713576666e-05,-0.07435600077240896,5.810154334566933e-06,0.01545385648267103,0.4099622204095651,-0.041871921536510946,-0.6664592301599289,True,-0.008470472348981713,0.0004857265107034383,50,1.0
R11,full,short,48,swing_bull_CHoCH,last_event_swing,93172,730,737,0.003934696760695566,1.8020256724631158,0.0032473458074278724,1.4116971426397924,0.15846699941803374,-0.0012687039895187234,0.007763395604374468,2.5363793713576666e-05,0.07435600077240896,-0.0008058101543345673,-2.143294955742959,0.5316296741510325,-0.1536916725862292,-0.6653410309444534,True,-0.0012857265107033627,0.007670472348981811,50,1.0
R11,full,long,48,swing_none,last_event_swing,1303,366,5,-3.357087410591218e-05,-0.027599978371560634,-0.0009884893161627043,-0.8119187526008842,0.41736743148370065,-0.003382631596643474,0.0014056529643180651,-3.504357128341958e-05,-0.009670637668241007,-0.0009899620133402111,-0.2731685278648362,0.010744435917114352,-0.22838257671454984,-0.28469497269182376,True,-0.00331716905064863,0.0014897457016333161,50,1.0
R11,full,short,48,swing_none,last_event_swing,1303,366,5,3.357087410591218e-05,0.027599978371560634,0.0001884893161627053,0.15482009562987273,0.8770487227976033,-0.002205652964318064,0.002582631596643475,3.504357128341958e-05,0.009670637668241007,0.0001899620133402134,0.05241781284041386,0.9401381427475057,-0.06320795170444266,-0.4603385840743611,True,-0.002289745701633309,0.002517169050648634,50,1.0
