run,universe,direction,horizon_h,bucket,bucket_type,n_obs,n_days,n_symbols,mean_ret_gross,se_gross,t_stat_gross,median_ret_gross,mean_ret_net,se_net,t_stat_clustered,p_value_raw,ci_lo_net,ci_hi_net,median_ret_net,mean_ret_neutral,t_stat_neutral,ci_lo_neutral,ci_hi_neutral,mean_ret_neutral_net,t_stat_neutral_net,hit_rate_gross,hit_rate_net,mean_ret_net_dayeq,sharpe_daily_ann,max_dd,mean_net_slip5bp,mean_net_slip10bp,mean_net_slip20bp,funding_cov,mean_stop_pct_1atr,mean_funding_paid,reliable,boot_ci_lo_net,boot_ci_hi_net,n_tests_bonferroni,p_value_bonferroni,n_tests_family,p_value_bonferroni_family
R4,exec,long,24,Q1,quintile_pooled,64340,730,718,-2.4052762398855452e-05,0.0014499078728892638,-0.016589166007440856,0.0,-0.0016811249580158145,0.0015192271530220821,-1.1065658974510042,0.2688471725062379,-0.0046637141385556646,0.0013014642225240359,-0.003736332082726489,0.0007197955620933134,1.5893443448389666,-0.00016932549514763699,0.0016089166193342637,-0.00078756222447202,-1.7288948578879988,0.436953109214964,0.42075814799272626,-0.0015859554589325666,-0.7104335932547813,-0.8933672219352852,-0.0011811249580158166,-0.001681124958015817,-0.002681124958015817,0.9524098164467447,0.12629632298115748,-0.0003265885293493736,True,,,194,1.0,40,1.0
R4,exec,long,24,Q2,quintile_pooled,64657,730,713,-0.001083823554152389,0.001389768325173891,-0.7798591567531793,0.0,-0.003201887860701213,0.001527376369528296,-2.096331935323879,0.03639736325762186,-0.0062004758107028655,-0.00020329991069956057,-0.0034796017494263722,-0.0003536842535871954,-1.0549840986686703,-0.0010118564669729737,0.000304487959798583,-0.00244131592763445,-7.791557418378426,0.4259820600061862,0.4091246520259821,-0.002806667818609216,-1.3006722983329095,-0.963093849297782,-0.0027018878607012165,-0.003201887860701216,-0.004201887860701216,0.9081193937519332,0.08414348540127478,-2.268005347502786e-05,True,,,194,1.0,40,1.0
R4,exec,long,24,Q3,quintile_pooled,64653,730,704,-0.0005510971493080613,0.0013636616295264893,-0.4041304216350367,0.0,-0.0026032557926683876,0.0014765396414081551,-1.7630788362618555,0.07830669281019141,-0.005502039658097459,0.0002955280727606835,-0.003004655326892194,0.00017715085591115908,0.5869444431781469,-0.00041538685006460227,0.0007696885618869204,-0.0020349497213289595,-7.087756477739325,0.44149536757768393,0.4221149830634309,-0.0026535440463672276,-1.2400694889971136,-0.9501677342588578,-0.00210325579266839,-0.0026032557926683906,-0.00360325579266839,0.9230816822111889,0.07979056059736994,-2.1765264745328353e-06,True,,,194,1.0,40,1.0
R4,exec,long,24,Q4,quintile_pooled,64659,730,714,-0.0005847363746280206,0.0012784458533941494,-0.4573806337402577,0.0,-0.002673464559827106,0.0014450636596881443,-1.8500669793357478,0.06470892850571029,-0.005510453898783801,0.00016352477912958937,-0.0038497711586854156,0.00014561576500539807,0.42699513789884946,-0.0005238913526830675,0.0008151228826938637,-0.0020045150716856757,-7.2231018387017265,0.41342406433652956,0.3945252087844108,-0.002683119354267552,-1.2787067254948707,-0.9405908499870296,-0.0021734645598271087,-0.0026734645598271095,-0.0036734645598271087,0.8835910918651407,0.07805753396382624,-1.2590842945410328e-05,True,,,194,1.0,40,1.0
R4,exec,long,24,Q5,quintile_pooled,64929,730,719,-0.001372467470179141,0.0012701915826128958,-1.0805200482874047,-0.001015099606649028,-0.002868233892675444,0.0013658766854333388,-2.099921554606129,0.036079311438438,-0.005549761151993652,-0.00018670663335723517,-0.00763856790103319,-0.0006432429417291016,-1.2002635962201953,-0.0016953698486755111,0.00040888396521730785,-0.0020621635998105993,-4.2555992621845276,0.3905034730243805,0.37525604891496867,-0.0024583491481650946,-1.1896120757560937,-0.9124555552685343,-0.002368233892675446,-0.002868233892675446,-0.003868233892675446,0.9289377627870443,0.0973075821284489,-0.0005976002717400353,True,,,194,1.0,40,1.0
R4,exec,long,24,Q1|L1,quintile_x_liqtercile,15226,729,459,-0.00047390419460836207,0.0011955950600059941,-0.39637516953774143,0.0,-0.0026106282009803333,0.001458836338255371,-1.7895278123537801,0.073945986436607,-0.005474663007521157,0.00025340660556048963,-0.0023000000000000086,-2.9494428503653184e-06,-0.0035293239280481353,-0.0016436117065443208,0.0016377128208435903,-0.0015946976211395965,-1.9449034292509406,0.34165243662156836,0.32365690266649155,-0.0023307861188714587,-1.078980421518075,-0.9394177023783852,-0.002110628200980334,-0.0026106282009803338,-0.003610628200980334,0.8195849205306712,0.06614761003594996,0.0001915526524561207,True,,,194,1.0,40,1.0
R4,exec,long,24,Q1|L2,quintile_x_liqtercile,22284,730,589,0.000764139623802163,0.0016026912338068737,0.4767853019243773,-0.002008981987594083,-0.0012040627629030236,0.0016097019954615592,-0.7480035225761,0.4546995929906307,-0.004364274681184391,0.001956149155378343,-0.004452829730337849,0.0015471819131341231,2.6981748253707605,0.0004214343228235882,0.002672929503444658,-0.0003720349946876194,-0.6469791740189684,0.47094458155710117,0.4517388377832623,-0.0016458382596517627,-0.7094494136879198,-0.9287568984315089,-0.000704062762903025,-0.0012040627629030254,-0.002204062762903025,0.9925959165357864,0.10879850268597928,-8.461731916821187e-06,True,,,194,1.0,40,1.0
R4,exec,long,24,Q1|L3,quintile_x_liqtercile,26830,730,624,-0.000423405771242744,0.001709198761833797,-0.24772178677948054,-0.004194639072969131,-0.0016418950025038482,0.0017147753398007383,-0.9574986089400148,0.3386335099983918,-0.005008389845208841,0.0017245998402011437,-0.0060762196646630875,0.00044275635220434857,0.6101758374315494,-0.0009817996502136774,0.0018673123546223747,-0.0007545494698924185,-1.034279832856628,0.46280283265001865,0.4501304509877003,-0.0017128680175396748,-0.700285039663087,-0.9067016984227656,-0.0011418950025038508,-0.001641895002503851,-0.0026418950025038517,0.9944092433842714,0.17496435237294938,-0.0008326922987256413,True,,,194,1.0,40,1.0
R4,exec,long,24,Q2|L1,quintile_x_liqtercile,24367,730,462,-0.000628810323873476,0.0011223415729154744,-0.5602664456597055,0.0,-0.0029596730071172216,0.001453920277674166,-2.0356501333428034,0.04214711449024518,-0.005814049905879399,-0.0001052961083550445,-0.0023000000000000086,-0.00016309720648620806,-0.27667071244984226,-0.0013204161615736644,0.0009942217486012485,-0.002506961722205898,-5.339356066783651,0.35508227666297343,0.3404325167220649,-0.0026819115001436595,-1.284534006017022,-0.9546795675924976,-0.002459673007117224,-0.0029596730071172234,-0.003959673007117223,0.7713898805859905,0.058882617466123305,0.0001484790631982078,True,,,194,1.0,40,1.0
R4,exec,long,24,Q2|L2,quintile_x_liqtercile,22534,730,589,-0.0011733187432265437,0.001622579641447318,-0.7231193546715279,-0.0012227554842691446,-0.003272318398203349,0.0016361027007892976,-2.0000690645059747,0.04586384665985781,-0.006484360918585591,-6.027587782110686e-05,-0.003808744498411806,-0.000329652398854106,-0.8348161780407847,-0.0011048905119331273,0.00044558571422491535,-0.002405653871325381,-6.101317707651521,0.47266353066477323,0.45260495251619776,-0.0028299512435049795,-1.254442452768941,-0.9640930166409312,-0.00277231839820335,-0.0032723183982033507,-0.00427231839820335,0.9892606727611609,0.09200524368156332,2.4458042795619498e-05,True,,,194,1.0,40,1.0
