run,universe,direction,bucket,bucket_type,n_obs,n_days,n_symbols,mean_ret_net,t_stat_clustered,p_value_raw,ci_lo_net,ci_hi_net,mean_ret_neutral_net,t_stat_neutral_net,hit_rate_net,n_tests_cumulative,p_value_bonferroni
R17,full,short,Q2,dist_swing_low_q,65619,728,743,0.0010118604575428721,0.5007779237613444,0.6166789973885842,-0.0029550022348671023,0.004978723149952847,-0.000543560226391753,-1.3921979242690694,0.5003762009491839,342,1.0
R17,full,long,Q3,dist_swing_low_q,66106,728,740,-0.0026076174192429377,-1.2796879041746374,0.2010631455366083,-0.0066080921137468005,0.0013928572752609251,-0.0010636506629791067,-2.9659381174846495,0.441724537037037,342,1.0
R17,full,short,Q3,dist_swing_low_q,66106,728,740,0.0018076174192429382,0.887088009809408,0.3753248806142439,-0.0021928572752609246,0.005808092113746801,0.0002636506629791062,0.7351770447259999,0.5081886574074074,342,1.0
R17,full,long,Q4,dist_swing_low_q,65093,728,742,-0.002155368382003979,-1.0448716539549057,0.29642958389841273,-0.00620513763932501,0.0018944008753170516,-0.0004854748617629174,-1.17496787526415,0.42907165181155227,342,1.0
R17,full,short,Q4,dist_swing_low_q,65093,728,742,0.0013553683820039782,0.6570505602879659,0.5113563512349886,-0.002694400875317053,0.005405137639325009,-0.0003145251382370825,-0.7612277431824301,0.5067137400162056,342,1.0
R17,full,long,Q5,dist_swing_low_q,63244,728,732,-0.0015838932634167006,-0.7646101950567467,0.4447518048746001,-0.005650737568499691,0.0024829510416662895,0.00035120540710009153,0.47434695472592464,0.3870358897517541,342,1.0
R17,full,short,Q5,dist_swing_low_q,63244,728,732,0.0007838932634166998,0.3784174065819142,0.7052310131998577,-0.0032829510416662903,0.00485073756849969,-0.001151205407100092,-1.5548473004184697,0.5199187401847076,342,1.0
R14,exec,long,in_bear_FVG,fvg_position,561,267,91,-0.006053615419043081,-2.0382396593688035,0.042515048887654144,-0.011901356868648629,-0.0002058739694375325,-0.000743005036578857,-0.15822694063386028,0.005331179321486268,342,1.0
R14,exec,short,in_bear_FVG,fvg_position,561,267,91,0.005253615419043078,1.7688813313908422,0.07805963696966282,-0.0005941260305624705,0.011101356868648625,-5.6994963421141784e-05,-0.012137385683399634,0.08093699515347334,342,1.0
R14,exec,long,in_bull_FVG,fvg_position,20475,728,693,-0.004792027205420099,-2.002701975886829,0.045580154298306426,-0.009489612427410114,-9.444198343008456e-05,-0.001826158780339577,-2.403076075304644,0.35066064697842025,342,1.0
R14,exec,short,in_bull_FVG,fvg_position,20475,728,693,0.0039920272054201,1.6683629765386387,0.09567428367409606,-0.0007055580165699149,0.008689612427410114,0.0010261587803395773,1.350341296192923,0.4890030236507476,342,1.0
R14,exec,long,outside,fvg_position,275394,728,723,-0.0014083083751219763,-0.7018492671506977,0.4829977922964773,-0.005347668007164295,0.002531051256920342,-2.0611584951430916e-06,-0.010705005267540821,0.42638001201791764,342,1.0
R14,exec,short,outside,fvg_position,275394,728,723,0.0006083083751219761,0.3031585942560432,0.7618557308148886,-0.0033310512569203424,0.004547668007164295,-0.0007979388415048571,-4.144241950152363,0.5071902654867256,342,1.0
R14,exec,long,Q1,fvg_dist_bull_quintile,42847,728,708,-0.0024199786490217002,-1.186752692901478,0.23571283785080463,-0.006423323733019116,0.0015833664349757157,-0.00029105299258361814,-0.6653982273579415,0.38983121483642424,342,1.0
R14,exec,short,Q1,fvg_dist_bull_quintile,42847,728,708,0.0016199786490217003,0.7944342917845973,0.4272018975158071,-0.0023833664349757156,0.005623323733019116,-0.0005089470074163818,-1.163542190540083,0.4917066055428214,342,1.0
R14,exec,long,Q2,fvg_dist_bull_quintile,46185,728,711,-0.002516080625880466,-1.2063141399990231,0.22808879732410373,-0.006610910415759766,0.0015787491639988344,-0.00042442060473262547,-0.9744259150966351,0.42755393598078595,342,1.0
R14,exec,short,Q2,fvg_dist_bull_quintile,46185,728,711,0.0017160806258804668,0.8227607267766185,0.41091385575125433,-0.0023787491639988326,0.005810910415759766,-0.0003755793952673744,-0.8622915377904589,0.5235620522588927,342,1.0
R14,exec,long,Q3,fvg_dist_bull_quintile,46596,728,705,-0.0019951952626627075,-0.962979656320096,0.3358779214441162,-0.006062811867360134,0.0020724213420347188,5.1392389245060824e-05,0.11987125568212492,0.4333257398471638,342,1.0
R14,exec,short,Q3,fvg_dist_bull_quintile,46596,728,705,0.0011951952626627076,0.5768601924897971,0.5642124748989927,-0.0028724213420347187,0.005262811867360134,-0.0008513923892450612,-1.9858480268421923,0.526290720069584,342,1.0
R14,exec,long,Q4,fvg_dist_bull_quintile,46065,728,689,-0.0025632571701246954,-1.2211852241033465,0.22241177527188538,-0.006684064971104369,0.0015575506308549785,-0.0005767149139908401,-1.2948842638002993,0.42755393598078595,342,1.0
R14,exec,short,Q4,fvg_dist_bull_quintile,46065,728,689,0.0017632571701246967,0.8400497724330211,0.40115665322577426,-0.002357550630854977,0.00588406497110437,-0.0002232850860091598,-0.5013366868108245,0.5209739533728105,342,1.0
R14,exec,long,Q5,fvg_dist_bull_quintile,45724,728,654,-0.0012683846404507393,-0.610376906424638,0.5418029154948353,-0.005348050550506248,0.0028112812696047696,0.0006802913693977429,1.096321743496413,0.41917881558355985,342,1.0
R14,exec,short,Q5,fvg_dist_bull_quintile,45724,728,654,0.00046838464045073966,0.22539784757527748,0.82173313026203,-0.003611281269604769,0.004548050550506249,-0.0014802913693977434,-2.3855596116375057,0.5151346676550531,342,1.0
R15,exec,long,in_bear_OB,ob_position,18580,722,689,0.0003604662665405777,0.11677831419438268,0.9070682490399995,-0.005699639063749875,0.006420571596831031,-0.0011788978128630435,-1.6799459565032728,0.44430583710172045,342,1.0
R15,exec,short,in_bear_OB,ob_position,18580,722,689,-0.0011604662665405767,-0.3759500038287287,0.7070646544861885,-0.007220571596831029,0.004899639063749876,0.00037889781286304375,0.5399347099485642,0.5154114039191227,342,1.0
R15,exec,long,in_bull_OB,ob_position,19265,722,689,-0.006149706020322474,-2.3922159807572445,0.017002101974970645,-0.011196687531654915,-0.0011027245089900344,5.9373150470646165e-05,0.08871989772787676,0.39879720952610054,342,1.0
R15,exec,short,in_bull_OB,ob_position,19265,722,689,0.005349706020322473,2.081018538427238,0.0377846002500812,0.000302724508990034,0.010396687531654913,-0.0008593731504706457,-1.2841410202332686,0.5220110656723599,342,1.0
R15,exec,long,outside,ob_position,258585,728,723,-0.0014601616052370128,-0.7252847687570646,0.46851073422476935,-0.0054125906884613505,0.0024922674779873245,-6.8120578983339e-05,-0.34701908064008835,0.4115287512579227,342,1.0
R15,exec,short,outside,ob_position,258585,728,723,0.0006601616052370119,0.32791244166353717,0.7430722783287157,-0.0032922674779873257,0.004612590688461349,-0.0007318794210166615,-3.72833184349064,0.4946770007591674,342,1.0
R15,exec,long,Q1,ob_imbalance_quintile,60901,728,358,-0.00250168980025471,-1.0739492397897605,0.2832017533955893,-0.007074902722167676,0.0020715231216582555,-0.0010145690332366147,-1.4991948560663697,0.42827610861557114,342,1.0
R15,exec,short,Q1,ob_imbalance_quintile,60901,728,358,0.0017016898002547107,0.7305176153955883,0.46530919467676085,-0.0028715231216582537,0.006274902722167675,0.00021456903323661494,0.31706151120467485,0.513561403236085,342,1.0
R15,exec,long,Q2,ob_imbalance_quintile,60255,728,449,-0.002674446116589706,-1.2284479958245806,0.21967636427722942,-0.006948586626499706,0.001599694393320294,-0.0012061911820613353,-2.5333405068706982,0.4275109035231526,342,1.0
R15,exec,short,Q2,ob_imbalance_quintile,60255,728,449,0.0018744461165897065,0.8609855928381941,0.3895298420331874,-0.002399694393320292,0.006148586626499706,0.0004061911820613359,0.8531156506144534,0.49924216647591946,342,1.0
R15,exec,long,Q3,ob_imbalance_quintile,59219,728,562,-0.0025036987394591948,-1.196831459563863,0.23176238498481266,-0.006610661767711014,0.0016032642887926244,-0.0010043729276637602,-2.5642198771950193,0.41873163186388246,342,1.0
R15,exec,short,Q3,ob_imbalance_quintile,59219,728,562,0.0017036987394591957,0.8144111816921314,0.4156761191458478,-0.0024032642887926235,0.0058106617677110145,0.00020437292766376,0.5217754372322099,0.4926836813611756,342,1.0
R15,exec,long,Q4,ob_imbalance_quintile,57825,728,660,-0.002141301688903883,-1.0767251109242184,0.28196025492800325,-0.00604561567891959,0.0017630123011118238,-0.0005727397970027965,-1.3768891403821901,0.4005536824522874,342,1.0
R15,exec,short,Q4,ob_imbalance_quintile,57825,728,660,0.0013413016889038847,0.6744557374851551,0.5002360251020327,-0.002563012301111822,0.005245615678919592,-0.0002272602029972044,-0.54634252270473,0.4861270067122398,342,1.0
R15,exec,long,Q5,ob_imbalance_quintile,58230,728,629,0.0016527383677472922,1.007468656429284,0.3140448077616939,-0.0015679172208961424,0.004873393956390727,0.003240407006657578,4.079352124876205,0.38841142223454395,342,1.0
R15,exec,short,Q5,ob_imbalance_quintile,58230,728,629,-0.002452738367747292,-1.495128978759662,0.13531471452894317,-0.005673393956390727,0.0007679172208961424,-0.0040404070066575775,-5.086473049252673,0.49681175492098695,342,1.0
R16,exec,long,Q1,poc_dist_quintile,57158,728,669,-0.0014260826663105262,-0.6588528722167829,0.510198863994823,-0.00567548621860838,0.0028233208859873276,6.35631042194598e-05,0.10635865202931606,0.44313498416158587,342,1.0
R16,exec,short,Q1,poc_dist_quintile,57158,728,669,0.000626082666310527,0.28925136858371453,0.772471489451786,-0.003623320885987327,0.004875486218608381,-0.0008635631042194596,-1.444979895725648,0.5246091488129705,342,1.0
R16,exec,long,Q2,poc_dist_quintile,58449,728,691,-0.0022205912049581725,-1.0439962159348894,0.2968341548460248,-0.006396407741998161,0.0019552253320818153,-0.0007241619968576421,-1.6879817846514045,0.4559740964263918,342,1.0
R16,exec,short,Q2,poc_dist_quintile,58449,728,691,0.0014205912049581738,0.6678815258996103,0.5044211845776327,-0.002755225332081814,0.005596407741998162,-7.583800314235824e-05,-0.17677421411800748,0.5293788567166203,342,1.0
R16,exec,long,Q3,poc_dist_quintile,58602,728,698,-0.0019691890966679706,-0.9562132481913578,0.33928236248366417,-0.006012195088202393,0.0020738168948664522,-0.0004682846614946406,-1.205391016254694,0.45895364395440613,342,1.0
R16,exec,short,Q3,poc_dist_quintile,58602,728,698,0.0011691890966679707,0.5677433953735257,0.5703845060863436,-0.002873816894866452,0.0052121950882023935,-0.0003317153385053593,-0.8538539095259711,0.5275477194586996,342,1.0
R16,exec,long,Q4,poc_dist_quintile,58576,728,697,-0.0017728885359559903,-0.8725684381077744,0.3831864422745564,-0.005761793145808608,0.0022160160738966266,-0.00027072606122076576,-0.6996805473947327,0.45961890554010987,342,1.0
R16,exec,short,Q4,poc_dist_quintile,58576,728,697,0.0009728885359559909,0.47882978148669775,0.6322037070405504,-0.003016016073896626,0.004961793145808608,-0.0005292739387792341,-1.3678870720349237,0.5260561470129518,342,1.0
