run,universe,direction,horizon_h,bucket,bucket_type,n_obs,n_days,n_symbols,mean_ret_gross,t_stat_gross,mean_ret_net,t_stat_clustered,p_value_raw,ci_lo_net,ci_hi_net,mean_ret_neutral,t_stat_neutral,mean_ret_neutral_net,t_stat_neutral_net,hit_rate_net,sharpe_daily_ann,max_dd,reliable,boot_ci_lo_net,boot_ci_hi_net,n_tests_bonferroni,p_value_bonferroni
R13,exec,long,48,CHoCH_bear+EMA9dn,choch_plus_ema,39487,711,711,-0.0034246697553832065,-1.2215846726059048,-0.0033999448235435808,-1.2097119824141325,0.2267937630365805,-0.008917949865283272,0.0021180602181961102,-0.00014634376862015044,-0.24986461869424328,-7.425183346409198e-05,-0.12611461721003306,0.4573150657178312,-0.20013245974935193,-0.7682839427592565,True,-0.00895134289498342,0.002177527525240665,50,1.0
R13,exec,short,48,CHoCH_bear+EMA9dn,choch_plus_ema,39487,711,711,0.0034246697553832065,1.2215846726059048,0.0025999448235435826,0.9250692496174723,0.35524552238513496,-0.0029180602181961084,0.008117949865283273,0.00014634376862015044,0.24986461869424328,-0.0007257481665359077,-1.2326625208227593,0.5326563172689746,0.031446087487011054,-0.6707861672598356,True,-0.00297752752524073,0.008151342894983392,50,1.0
R13,exec,long,48,CHoCH_bear_noEMA,choch_plus_ema,22068,693,690,-0.0038311506050131344,-0.8099733705234637,-0.00409851331811405,-0.8649118068312016,0.3873877899787389,-0.013402414308512346,0.005205387672284247,-0.0004835901875459173,-0.5130442434508845,-0.0006771651770046163,-0.7194242387727493,0.4605310857350009,0.1335344040590874,-0.6597249520775099,True,-0.013479229209273748,0.004901551714605652,50,1.0
R13,exec,short,48,CHoCH_bear_noEMA,choch_plus_ema,22068,693,690,0.0038311506050131344,0.8099733705234637,0.003298513318114049,0.6960873107860462,0.4866085491125756,-0.006005387672284248,0.012602414308512345,0.0004835901875459173,0.5130442434508845,-0.00012283482299538324,-0.1305004333198849,0.5285481239804242,-0.2817562194378765,-0.7351220165698807,True,-0.005701551714605694,0.012679229209273757,50,1.0
R13,exec,long,48,CHoCH_bull+EMA9up,choch_plus_ema,40736,712,713,-0.001143206470327323,-0.3290355031488573,-0.0010054445184607213,-0.2886250869332788,0.7729526576590867,-0.007844783659053617,0.005833894622132175,-0.0015077944472914478,-2.314910947118661,-0.001323683163555692,-2.0101900883926316,0.45197240837567815,-0.7120190021367861,-0.8508775732217071,True,-0.008007133858104035,0.005875038984368464,50,1.0
R13,exec,short,48,CHoCH_bull+EMA9up,choch_plus_ema,40736,712,713,0.001143206470327323,0.3290355031488573,0.00020544451846072148,0.05897534962095258,0.9529883601336588,-0.006633894622132174,0.007044783659053617,0.0015077944472914478,2.314910947118661,0.0005236831635556915,0.795282990538285,0.5371775044799568,0.5419088168824029,-0.5494887438908103,True,-0.0066750389843684465,0.007207133858104073,50,1.0
R13,exec,long,48,CHoCH_bull_noEMA,choch_plus_ema,20789,688,687,-0.0037618313867888303,-1.1960978429290228,-0.003644792922856062,-1.1504028402299287,0.25037943049335637,-0.009865489794663423,0.0025759039489513,0.0003466817761788375,0.41563372782185026,0.0005520171001688251,0.6542566785260528,0.4363846264851604,0.31007221575164096,-0.6273658705228427,True,-0.010108432667114078,0.0024835671834164664,50,1.0
R13,exec,short,48,CHoCH_bull_noEMA,choch_plus_ema,20789,688,687,0.0037618313867888303,1.1960978429290228,0.002844792922856062,0.8978995316296755,0.3695545952930612,-0.0033759039489513,0.009065489794663425,-0.0003466817761788375,-0.41563372782185026,-0.0013520171001688251,-1.6024253904387231,0.5494732791380057,-0.4755955587078589,-0.7437674875195943,True,-0.003283567183416503,0.00930843266711399,50,1.0
R13,full,long,48,CHoCH_bear+EMA9dn,choch_plus_ema,42549,716,745,-0.0037556848242132884,-1.3422428737654424,-0.0037143799871143445,-1.324533984863969,0.18575014925006034,-0.00922003714671291,0.0017912771724842213,-0.0001435537506715217,-0.2520241443625896,-5.293466053775831e-05,-0.0928355843648479,0.4568850031728125,-0.10076058658030712,-0.7347965633909336,True,-0.009350338197637644,0.0012734237072280549,50,1.0
R13,full,short,48,CHoCH_bear+EMA9dn,choch_plus_ema,42549,716,745,0.0037556848242132884,1.3422428737654424,0.002914379987114345,1.039256982627484,0.29903752624100044,-0.00259127717248422,0.008420037146712911,0.0001435537506715217,0.2520241443625896,-0.0007470653394622415,-1.3101859281449486,0.5326564666619662,-0.07893023620172664,-0.6578707844984488,True,-0.0020734237072281237,0.008550338197637602,50,1.0
R13,full,long,48,CHoCH_bear_noEMA,choch_plus_ema,23684,699,728,-0.0037514293947789167,-0.8030618273465291,-0.004016831101676396,-0.8585741955508751,0.39087106093500557,-0.013202477348107918,0.005168815144755127,-0.00044115382786587325,-0.4901780156239756,-0.0006338721163711884,-0.7059358479398762,0.4602685357203175,0.23092401985545827,-0.6114461901383796,True,-0.013038599409044654,0.004999003762286849,50,1.0
R13,full,short,48,CHoCH_bear_noEMA,choch_plus_ema,23684,699,728,0.0037514293947789167,0.8030618273465291,0.003216831101676397,0.6875788663835514,0.49194708103535834,-0.005968815144755126,0.01240247734810792,0.00044115382786587325,0.4901780156239756,-0.00016612788362881166,-0.18501465101090983,0.5288380341158588,-0.38366464314587506,-0.787128107426804,True,-0.005799003762286859,0.012238599409044669,50,1.0
R13,full,long,48,CHoCH_bull+EMA9up,choch_plus_ema,43996,718,745,-0.0011380668967265765,-0.3311393972801856,-0.0010052504892059362,-0.29159638829323287,0.7706798142422008,-0.007773494791435218,0.005762993813023346,-0.0015318182795664046,-2.4735349516769283,-0.0013474119188089093,-2.155912830898793,0.4535536513853217,-0.7557082944392417,-0.8272416634577273,True,-0.007772687800096961,0.005303483065059911,50,1.0
R13,full,short,48,CHoCH_bull+EMA9up,choch_plus_ema,43996,718,745,0.0011380668967265765,0.3311393972801856,0.00020525048920593672,0.05953769930034758,0.9525404753241815,-0.006562993813023344,0.006973494791435218,0.0015318182795664046,2.4735349516769283,0.0005474119188089095,0.87588091145157,0.5346728186012683,0.5764831143293452,-0.5184803839996721,True,-0.006103483065059885,0.006972687800096994,50,1.0
R13,full,long,48,CHoCH_bull_noEMA,choch_plus_ema,22230,692,724,-0.0035604671880058647,-1.1422000176181824,-0.003426477862427315,-1.0922614572600031,0.2750999673707861,-0.009585800927390064,0.002732845202535434,0.0005361794176124489,0.6759418041050407,0.0007567484835376552,0.944750772038935,0.43787674313990105,0.4489248845806907,-0.647438266352014,True,-0.009573563444123552,0.002768082682695289,50,1.0
R13,full,short,48,CHoCH_bull_noEMA,choch_plus_ema,22230,692,724,0.0035604671880058647,1.1422000176181824,0.002626477862427315,0.8372447313708135,0.40274532658855844,-0.003532845202535435,0.008785800927390064,-0.0005361794176124489,-0.6759418041050407,-0.001556748483537655,-1.9434982212547214,0.5481331533963113,-0.6177440340824695,-0.7913787127219439,True,-0.0035680826826953245,0.00877356344412351,50,1.0
